pups,juveniles,adult_females,subadult_males,adult_males,total
0.0,0.03225806451612903,0.16129032258064516,0.1935483870967742,0.6129032258064516,1.0
0.0,0.06818181818181818,0.09090909090909091,0.36363636363636365,0.4772727272727273,2.0
0.0,0.041666666666666664,0.041666666666666664,0.4583333333333333,0.4583333333333333,3.0
0.0,0.08333333333333333,0.1111111111111111,0.4166666666666667,0.3888888888888889,4.0
0.025,0.058333333333333334,0.1,0.4583333333333333,0.35833333333333334,5.0
0.005208333333333333,0.16666666666666666,0.15625,0.4270833333333333,0.24479166666666666,6.0
0.02857142857142857,0.2571428571428571,0.12857142857142856,0.3,0.2857142857142857,7.0
0.0,0.23076923076923078,0.18269230769230768,0.38461538461538464,0.20192307692307693,8.0
0.006944444444444444,0.1527777777777778,0.1388888888888889,0.375,0.3263888888888889,9.0
0.007692307692307693,0.2846153846153846,0.2153846153846154,0.2230769230769231,0.2692307692307692,10.0
0.08080808080808081,0.1111111111111111,0.29292929292929293,0.32323232323232326,0.1919191919191919,11.0
0.034722222222222224,0.2361111111111111,0.3055555555555556,0.24305555555555555,0.18055555555555555,12.0
0.02564102564102564,0.29914529914529914,0.26495726495726496,0.2222222222222222,0.18803418803418803,13.0
0.017857142857142856,0.2976190476190476,0.2857142857142857,0.23214285714285715,0.16666666666666666,14.0
0.041666666666666664,0.4083333333333333,0.2833333333333333,0.16666666666666666,0.1,15.0
0.0,0.2,0.4875,0.125,0.1875,16.0
0.0,0.35947712418300654,0.16339869281045752,0.3333333333333333,0.1437908496732026,17.0
0.041666666666666664,0.3055555555555556,0.3333333333333333,0.1875,0.13194444444444445,18.0
0.0,0.34210526315789475,0.3333333333333333,0.15789473684210525,0.16666666666666666,19.0
0.013636363636363636,0.2863636363636364,0.23636363636363636,0.32727272727272727,0.13636363636363635,20.0
0.037037037037037035,0.4021164021164021,0.35978835978835977,0.10582010582010581,0.09523809523809523,21.0
0.0,0.3106060606060606,0.3560606060606061,0.23484848484848486,0.09848484848484848,22.0
0.09316770186335403,0.5093167701863354,0.20496894409937888,0.11180124223602485,0.08074534161490683,23.0
0.08796296296296297,0.2361111111111111,0.3888888888888889,0.11574074074074074,0.1712962962962963,24.0
0.032,0.144,0.372,0.276,0.176,25.0
0.057692307692307696,0.24358974358974358,0.3974358974358974,0.1858974358974359,0.11538461538461539,26.0
0.0,0.5061728395061729,0.30864197530864196,0.1111111111111111,0.07407407407407407,27.0
0.008928571428571428,0.5982142857142857,0.24107142857142858,0.08928571428571429,0.0625,28.0
0.0,0.43103448275862066,0.41954022988505746,0.08045977011494253,0.06896551724137931,29.0
0.05333333333333334,0.5066666666666667,0.3333333333333333,0.03333333333333333,0.07333333333333333,30.0
0.0,0.5161290322580645,0.3225806451612903,0.09216589861751152,0.06912442396313365,31.0
0.052083333333333336,0.3333333333333333,0.4114583333333333,0.078125,0.125,32.0
0.045454545454545456,0.29292929292929293,0.3686868686868687,0.20707070707070707,0.08585858585858586,33.0
0.004901960784313725,0.4068627450980392,0.3088235294117647,0.18627450980392157,0.09313725490196079,34.0
0.0,0.64,0.2057142857142857,0.05142857142857143,0.10285714285714286,35.0
0.016203703703703703,0.46296296296296297,0.42824074074074076,0.046296296296296294,0.046296296296296294,36.0
0.0,0.6216216216216216,0.3310810810810811,0.006756756756756757,0.04054054054054054,37.0
0.06140350877192982,0.2953216374269006,0.4649122807017544,0.0935672514619883,0.0847953216374269,38.0
0.029304029304029304,0.4358974358974359,0.23443223443223443,0.20512820512820512,0.09523809523809523,39.0
0.039285714285714285,0.26785714285714285,0.4035714285714286,0.21071428571428572,0.07857142857142857,40.0
0.0975609756097561,0.6666666666666666,0.13008130081300814,0.04878048780487805,0.056910569105691054,41.0
0.02857142857142857,0.38571428571428573,0.4666666666666667,0.06666666666666667,0.05238095238095238,42.0
0.12093023255813953,0.20465116279069767,0.4883720930232558,0.08837209302325581,0.09767441860465116,43.0
0.07792207792207792,0.38961038961038963,0.4383116883116883,0.03896103896103896,0.05519480519480519,44.0
0.06222222222222222,0.32,0.4622222222222222,0.08888888888888889,0.06666666666666667,45.0
