pups,juveniles,adult_females,subadult_males,adult_males,total
0.09895833333333333,0.19791666666666666,0.3111979166666667,0.22005208333333334,0.171875,3.0
0.1213768115942029,0.21195652173913043,0.3061594202898551,0.2246376811594203,0.1358695652173913,4.0
0.13703703703703704,0.20185185185185187,0.38333333333333336,0.2,0.07777777777777778,5.0
0.107981220657277,0.2746478873239437,0.352112676056338,0.16666666666666666,0.09859154929577464,6.0
0.16901408450704225,0.22132796780684105,0.3762575452716298,0.13883299798792756,0.09456740442655935,7.0
0.15178571428571427,0.27455357142857145,0.38169642857142855,0.10267857142857142,0.08928571428571429,8.0
0.11324786324786325,0.30128205128205127,0.41025641025641024,0.09829059829059829,0.07692307692307693,9.0
0.15263157894736842,0.26842105263157895,0.3631578947368421,0.15,0.06578947368421052,10.0
0.17942583732057416,0.19617224880382775,0.423444976076555,0.11483253588516747,0.0861244019138756,11.0
0.09333333333333334,0.33,0.4166666666666667,0.1,0.06,12.0
0.10073260073260074,0.35714285714285715,0.36996336996337,0.10256410256410256,0.0695970695970696,13.0
0.12184873949579832,0.2920168067226891,0.4495798319327731,0.04831932773109244,0.08823529411764706,14.0
0.11,0.25,0.45666666666666667,0.11666666666666667,0.06666666666666667,15.0
0.14583333333333334,0.3541666666666667,0.3411458333333333,0.09895833333333333,0.059895833333333336,16.0
0.12217194570135746,0.3190045248868778,0.4638009049773756,0.03619909502262444,0.058823529411764705,17.0
0.17063492063492064,0.29563492063492064,0.43452380952380953,0.041666666666666664,0.057539682539682536,18.0
0.07309941520467836,0.347953216374269,0.43859649122807015,0.06140350877192982,0.07894736842105263,19.0
0.125,0.45357142857142857,0.3,0.07142857142857142,0.05,20.0
0.09090909090909091,0.36363636363636365,0.37662337662337664,0.09090909090909091,0.07792207792207792,21.0
0.06293706293706294,0.28321678321678323,0.40559440559440557,0.17482517482517482,0.07342657342657342,22.0
0.10869565217391304,0.44021739130434784,0.3695652173913043,0.03260869565217391,0.04891304347826087,23.0
0.19444444444444445,0.1712962962962963,0.5231481481481481,0.05092592592592592,0.06018518518518518,24.0
0.244,0.12,0.564,0.024,0.048,25.0
0.17307692307692307,0.18681318681318682,0.521978021978022,0.06868131868131869,0.04945054945054945,26.0
0.031746031746031744,0.35978835978835977,0.5238095238095238,0.026455026455026454,0.0582010582010582,27.0
0.10357142857142858,0.42142857142857143,0.3892857142857143,0.039285714285714285,0.04642857142857143,28.0
0.02413793103448276,0.5137931034482759,0.3448275862068966,0.09310344827586207,0.02413793103448276,29.0
0.16428571428571428,0.40714285714285714,0.38571428571428573,0.009523809523809525,0.03333333333333333,30.0
0.0,0.5161290322580645,0.41935483870967744,0.03225806451612903,0.03225806451612903,31.0
0.19196428571428573,0.23214285714285715,0.5178571428571429,0.022321428571428572,0.03571428571428571,32.0
0.048484848484848485,0.4202020202020202,0.3898989898989899,0.07272727272727272,0.06868686868686869,33.0
0.1111111111111111,0.3660130718954248,0.45098039215686275,0.032679738562091505,0.0392156862745098,34.0
0.06857142857142857,0.54,0.32,0.02,0.05142857142857143,35.0
0.07051282051282051,0.3269230769230769,0.5277777777777778,0.019230769230769232,0.05555555555555555,36.0
0.07722007722007722,0.4362934362934363,0.4247104247104247,0.019305019305019305,0.04247104247104247,37.0
0.06015037593984962,0.40977443609022557,0.4473684210526316,0.046992481203007516,0.03571428571428571,38.0
0.0641025641025641,0.37606837606837606,0.5085470085470085,0.029914529914529916,0.021367521367521368,39.0
0.2357142857142857,0.16428571428571428,0.525,0.025,0.05,40.0
0.156794425087108,0.24390243902439024,0.5087108013937283,0.03832752613240418,0.05226480836236934,41.0
0.0582010582010582,0.3835978835978836,0.41534391534391535,0.08994708994708994,0.05291005291005291,42.0
0.06201550387596899,0.2971576227390181,0.5710594315245479,0.025839793281653745,0.04392764857881137,43.0
0.032467532467532464,0.3246753246753247,0.5876623376623377,0.016233766233766232,0.03896103896103896,44.0
0.003703703703703704,0.6222222222222222,0.3,0.040740740740740744,0.03333333333333333,45.0
0.20048309178743962,0.2995169082125604,0.4323671497584541,0.021739130434782608,0.04589371980676329,46.0
0.1276595744680851,0.2572533849129594,0.4835589941972921,0.08897485493230174,0.0425531914893617,47.0
0.12202380952380952,0.39880952380952384,0.4166666666666667,0.017857142857142856,0.044642857142857144,48.0
0.16122448979591836,0.3693877551020408,0.4122448979591837,0.022448979591836733,0.03469387755102041,49.0
0.0,0.5422222222222223,0.38222222222222224,0.04,0.035555555555555556,50.0
0.12156862745098039,0.5450980392156862,0.25098039215686274,0.050980392156862744,0.03137254901960784,51.0
0.04807692307692308,0.47115384615384615,0.4358974358974359,0.01282051282051282,0.03205128205128205,52.0
0.1069182389937107,0.3522012578616352,0.4056603773584906,0.09748427672955975,0.03773584905660377,53.0
0.1962962962962963,0.37037037037037035,0.3851851851851852,0.022222222222222223,0.025925925925925925,54.0
0.0,0.23636363636363636,0.5818181818181818,0.09696969696969697,0.08484848484848485,55.0
0.08482142857142858,0.49107142857142855,0.38839285714285715,0.013392857142857142,0.022321428571428572,56.0
0.07309941520467836,0.45614035087719296,0.4152046783625731,0.02631578947368421,0.029239766081871343,57.0
0.09913793103448276,0.27155172413793105,0.4525862068965517,0.09913793103448276,0.07758620689655173,58.0
0.07796610169491526,0.3220338983050847,0.4440677966101695,0.11186440677966102,0.04406779661016949,59.0
0.0,0.5166666666666667,0.475,0.0,0.008333333333333333,60.0
0.09836065573770492,0.28688524590163933,0.5573770491803278,0.03278688524590164,0.02459016393442623,61.0
0.25268817204301075,0.26344086021505375,0.45161290322580644,0.005376344086021506,0.026881720430107527,62.0
0.0,0.5476190476190477,0.29365079365079366,0.14682539682539683,0.011904761904761904,63.0
0.2890625,0.3203125,0.328125,0.015625,0.046875,64.0
0.10256410256410256,0.32051282051282054,0.5076923076923077,0.028205128205128206,0.041025641025641026,65.0
0.0,0.6212121212121212,0.3181818181818182,0.045454545454545456,0.015151515151515152,66.0
0.12189054726368159,0.35323383084577115,0.48009950248756217,0.004975124378109453,0.03980099502487562,67.0
0.1642156862745098,0.3235294117647059,0.4387254901960784,0.0392156862745098,0.03431372549019608,68.0
0.028985507246376812,0.5652173913043478,0.37681159420289856,0.007246376811594203,0.021739130434782608,69.0
0.15396825396825398,0.35079365079365077,0.4253968253968254,0.012698412698412698,0.05714285714285714,70.0
0.20187793427230047,0.29107981220657275,0.4694835680751174,0.01643192488262911,0.02112676056338028,71.0
0.05555555555555555,0.4444444444444444,0.4236111111111111,0.03125,0.04513888888888889,72.0
0.13424657534246576,0.36712328767123287,0.4246575342465753,0.024657534246575342,0.049315068493150684,73.0
0.0,0.6959459459459459,0.23648648648648649,0.0472972972972973,0.02027027027027027,74.0
0.176,0.20266666666666666,0.5413333333333333,0.032,0.048,75.0
